geography,sex,raceethnicity,age,education,response,weight
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,58,0.6029533291267355
TX,Male,HISPANIC OR LATINO,25 to 44 years,Less than high school diploma,23,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,37,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,26,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,62,0.6029533291267355
TX,Male,HISPANIC OR LATINO,25 to 44 years,Some college or associate's degree,21,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,63,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,40,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,High school graduate (includes equivalency),64,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,62,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,40,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,22,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Less than high school diploma,32,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Bachelor's degree or higher,54,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,56,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,33,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),50,0.6029533291267355
TX,Male,BLACK OR AFRICAN AMERICAN ALONE,25 to 44 years,Bachelor's degree or higher,10,2.5918769452349246
TX,Female,HISPANIC OR LATINO,45 to 64 years,Less than high school diploma,45,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,36,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,64,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,29,0.329039794469325
TX,Female,HISPANIC OR LATINO,45 to 64 years,High school graduate (includes equivalency),43,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Bachelor's degree or higher,37,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,34,0.329039794469325
TX,Female,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,50,1.7939122990944214
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,51,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,29,0.329039794469325
TX,Female,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,34,1.7939122990944214
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,22,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),39,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),65,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),34,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,48,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),74,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,12,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,58,0.6029533291267355
TX,Female,HISPANIC OR LATINO,45 to 64 years,High school graduate (includes equivalency),39,1.7939122990944214
TX,Female,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,38,1.7939122990944214
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Less than high school diploma,63,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,50,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,35,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,39,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,33,0.329039794469325
TX,Male,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,17,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,54,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,64,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),41,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),28,0.329039794469325
TX,Male,BLACK OR AFRICAN AMERICAN ALONE,45 to 64 years,Bachelor's degree or higher,20,2.5918769452349246
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Some college or associate's degree,38,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,45,0.329039794469325
TX,Female,OTHER,18 to 24 years,High school graduate (includes equivalency),40,0.2668489618276657
TX,Male,ASIAN ALONE,45 to 64 years,Some college or associate's degree,16,0.8077251510011394
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,37,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,28,0.329039794469325
TX,Male,HISPANIC OR LATINO,65 years and over,High school graduate (includes equivalency),7,0.9891443888498365
TX,Male,HISPANIC OR LATINO,65 years and over,High school graduate (includes equivalency),12,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,44,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,57,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Less than high school diploma,28,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,High school graduate (includes equivalency),62,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,41,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),36,0.329039794469325
TX,Male,ASIAN ALONE,65 years and over,Less than high school diploma,11,0.8077251510011394
TX,Female,BLACK OR AFRICAN AMERICAN ALONE,25 to 44 years,Bachelor's degree or higher,37,3.3499009364765664
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,68,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,63,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),25,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,42,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,79,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,32,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,37,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Less than high school diploma,42,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,34,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,34,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Bachelor's degree or higher,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,High school graduate (includes equivalency),24,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,31,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),55,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,37,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,29,0.329039794469325
TX,Male,ASIAN ALONE,65 years and over,Some college or associate's degree,17,0.8077251510011394
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),66,0.6029533291267355
TX,Male,HISPANIC OR LATINO,25 to 44 years,High school graduate (includes equivalency),12,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),33,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),55,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,72,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),51,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,46,0.329039794469325
TX,Male,OTHER,45 to 64 years,Some college or associate's degree,20,0.13570439925840191
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),36,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,32,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,42,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,38,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Bachelor's degree or higher,57,0.6029533291267355
TX,Female,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,35,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),27,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,82,0.6029533291267355
TX,Male,HISPANIC OR LATINO,65 years and over,High school graduate (includes equivalency),17,0.9891443888498365
TX,Male,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,8,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),39,0.329039794469325
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,11,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Some college or associate's degree,61,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),37,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Bachelor's degree or higher,36,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,64,0.6029533291267355
TX,Female,OTHER,45 to 64 years,Some college or associate's degree,32,0.2668489618276657
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,16,0.9891443888498365
TX,Male,HISPANIC OR LATINO,45 to 64 years,Less than high school diploma,15,0.9891443888498365
TX,Female,OTHER,65 years and over,Bachelor's degree or higher,45,0.2668489618276657
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,38,0.329039794469325
TX,Female,HISPANIC OR LATINO,45 to 64 years,Less than high school diploma,44,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,45,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,32,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,31,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,38,0.329039794469325
TX,Male,BLACK OR AFRICAN AMERICAN ALONE,65 years and over,Less than high school diploma,12,2.5918769452349246
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,66,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Less than high school diploma,47,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Less than high school diploma,38,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,32,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,38,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,35,0.329039794469325
TX,Female,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,49,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,35,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,63,0.6029533291267355
TX,Female,HISPANIC OR LATINO,45 to 64 years,High school graduate (includes equivalency),48,1.7939122990944214
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),56,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,36,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,34,0.329039794469325
TX,Male,HISPANIC OR LATINO,45 to 64 years,High school graduate (includes equivalency),12,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,37,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),30,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,31,0.329039794469325
TX,Female,HISPANIC OR LATINO,25 to 44 years,Less than high school diploma,36,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),37,0.329039794469325
TX,Female,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,43,1.7939122990944214
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,15,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,69,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Less than high school diploma,59,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,38,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),26,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,57,0.6029533291267355
TX,Male,HISPANIC OR LATINO,18 to 24 years,Some college or associate's degree,16,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,59,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),27,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,31,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,36,0.329039794469325
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,11,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,48,0.6029533291267355
TX,Male,OTHER,45 to 64 years,High school graduate (includes equivalency),19,0.13570439925840191
TX,Male,OTHER,65 years and over,Bachelor's degree or higher,11,0.13570439925840191
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Less than high school diploma,61,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,35,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),32,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,35,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,69,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,39,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,64,0.6029533291267355
TX,Female,BLACK OR AFRICAN AMERICAN ALONE,45 to 64 years,High school graduate (includes equivalency),38,3.3499009364765664
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),24,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,66,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,27,0.329039794469325
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,13,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,45,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,31,0.329039794469325
TX,Male,HISPANIC OR LATINO,25 to 44 years,Less than high school diploma,13,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Less than high school diploma,34,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,37,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,61,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),35,0.329039794469325
TX,Male,OTHER,25 to 44 years,Bachelor's degree or higher,17,0.13570439925840191
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,42,0.329039794469325
TX,Female,HISPANIC OR LATINO,25 to 44 years,High school graduate (includes equivalency),42,1.7939122990944214
TX,Male,BLACK OR AFRICAN AMERICAN ALONE,65 years and over,Some college or associate's degree,12,2.5918769452349246
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,High school graduate (includes equivalency),34,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,61,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Less than high school diploma,12,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,56,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),42,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,High school graduate (includes equivalency),41,0.329039794469325
TX,Male,HISPANIC OR LATINO,65 years and over,Bachelor's degree or higher,15,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,44,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),37,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,High school graduate (includes equivalency),50,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,12,0.9891443888498365
TX,Female,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,43,1.7939122990944214
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Less than high school diploma,49,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Less than high school diploma,65,0.6029533291267355
TX,Male,HISPANIC OR LATINO,25 to 44 years,Some college or associate's degree,14,0.9891443888498365
TX,Male,OTHER,65 years and over,High school graduate (includes equivalency),20,0.13570439925840191
TX,Male,BLACK OR AFRICAN AMERICAN ALONE,25 to 44 years,Some college or associate's degree,19,2.5918769452349246
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),56,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),24,0.329039794469325
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,24,0.9891443888498365
TX,Female,OTHER,65 years and over,High school graduate (includes equivalency),42,0.2668489618276657
TX,Male,HISPANIC OR LATINO,45 to 64 years,Less than high school diploma,18,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,44,0.329039794469325
TX,Male,OTHER,18 to 24 years,Bachelor's degree or higher,10,0.13570439925840191
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,12,0.9891443888498365
TX,Male,HISPANIC OR LATINO,25 to 44 years,Some college or associate's degree,17,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,29,0.329039794469325
TX,Female,BLACK OR AFRICAN AMERICAN ALONE,25 to 44 years,Some college or associate's degree,37,3.3499009364765664
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,26,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,36,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),54,0.6029533291267355
TX,Female,OTHER,25 to 44 years,Bachelor's degree or higher,36,0.2668489618276657
TX,Male,HISPANIC OR LATINO,25 to 44 years,High school graduate (includes equivalency),15,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),56,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,59,0.6029533291267355
TX,Male,OTHER,45 to 64 years,High school graduate (includes equivalency),13,0.13570439925840191
TX,Male,ASIAN ALONE,65 years and over,Bachelor's degree or higher,13,0.8077251510011394
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),36,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,66,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,9,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,36,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,30,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),71,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),60,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),47,0.329039794469325
TX,Male,HISPANIC OR LATINO,25 to 44 years,Some college or associate's degree,18,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,38,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),36,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Less than high school diploma,33,0.329039794469325
TX,Male,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,15,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,34,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,52,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,74,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,49,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,39,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,40,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,39,0.329039794469325
TX,Male,HISPANIC OR LATINO,65 years and over,Less than high school diploma,19,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,30,0.329039794469325
TX,Female,HISPANIC OR LATINO,25 to 44 years,High school graduate (includes equivalency),36,1.7939122990944214
